AL,NCBI_SEQ_ID,VERS_ACCESS
 9259         ,297621240     ,YP_003709377.1
 9260         ,297621276     ,YP_003709413.1
 9261         ,297621310     ,YP_003709447.1
 9262         ,297621334     ,YP_003709471.1
 9263         ,297621348     ,YP_003709485.1
 9264         ,297621352     ,YP_003709489.1
 9265         ,297621354     ,YP_003709491.1
 9266         ,297621355     ,YP_003709492.1
 9267         ,297621365     ,YP_003709502.1
 9268         ,297621379     ,YP_003709516.1
 9269         ,297621413     ,YP_003709550.1
 9270         ,297621476     ,YP_003709613.1
 9271         ,297621512     ,YP_003709649.1
 9272         ,297621523     ,YP_003709660.1
 9273         ,297621535     ,YP_003709672.1
 9274         ,297621555     ,YP_003709692.1
 9275         ,297621580     ,YP_003709717.1
 9276         ,297621589     ,YP_003709726.1
 9277         ,297621634     ,YP_003709771.1
 9278         ,297621653     ,YP_003709790.1
 9279         ,297621671     ,YP_003709808.1
 9280         ,297621672     ,YP_003709809.1
 9281         ,297621675     ,YP_003709812.1
 9282         ,297621699     ,YP_003709836.1
 9283         ,297621702     ,YP_003709839.1
 9284         ,297621706     ,YP_003709843.1
 9285         ,297621709     ,YP_003709846.1
 9286         ,297621713     ,YP_003709850.1
 9287         ,297621717     ,YP_003709854.1
 9288         ,297621718     ,YP_003709855.1
 9289         ,297621720     ,YP_003709857.1
 9290         ,297621735     ,YP_003709872.1
 9291         ,297621744     ,YP_003709881.1
 9292         ,297621745     ,YP_003709882.1
 9293         ,297621749     ,YP_003709886.1
 9294         ,297621760     ,YP_003709897.1
 9295         ,297621781     ,YP_003709918.1
 9296         ,297621813     ,YP_003709950.1
 9297         ,297621844     ,YP_003709981.1
 9298         ,297621851     ,YP_003709988.1
 9299         ,297621852     ,YP_003709989.1
 9300         ,297621872     ,YP_003710009.1
 9301         ,297621898     ,YP_003710035.1
 9302         ,297621913     ,YP_003710050.1
 9303         ,297621991     ,YP_003710128.1
 9304         ,297622069     ,YP_003710206.1
 9305         ,297622139     ,YP_003710276.1
 9306         ,297622151     ,YP_003710288.1
 9307         ,297622180     ,YP_003710317.1
 9308         ,298735514     ,YP_003728035.1
 9309         ,298735550     ,YP_003728071.1
 9310         ,298735609     ,YP_003728134.1
 9311         ,298735618     ,YP_003728143.1
 9312         ,298735630     ,YP_003728155.1
 9313         ,298735638     ,YP_003728163.1
 9314         ,298735643     ,YP_003728168.1
 9315         ,298735652     ,YP_003728177.1
 9316         ,298735656     ,YP_003728181.1
 9317         ,298735658     ,YP_003728183.1
 9318         ,298735659     ,YP_003728184.1
 9319         ,298735663     ,YP_003728188.1
 9320         ,298735667     ,YP_003728192.1
 9321         ,298735669     ,YP_003728194.1
 9322         ,298735671     ,YP_003728196.1
 9323         ,298735675     ,YP_003728200.1
 9324         ,298735676     ,YP_003728201.1
 9325         ,298735682     ,YP_003728207.1
 9326         ,298735696     ,YP_003728221.1
 9327         ,298735698     ,YP_003728223.1
 9328         ,298735699     ,YP_003728224.1
 9329         ,298735723     ,YP_003728248.1
 9330         ,298735724     ,YP_003728249.1
 9331         ,298735727     ,YP_003728252.1
 9332         ,298735738     ,YP_003728263.1
 9333         ,298735766     ,YP_003728291.1
 9334         ,298735782     ,YP_003728307.1
 9335         ,298735784     ,YP_003728309.1
 9336         ,298735797     ,YP_003728322.1
 9337         ,298735798     ,YP_003728323.1
 9338         ,298735837     ,YP_003728362.1
 9339         ,298735844     ,YP_003728369.1
 9340         ,298735863     ,YP_003728388.1
 9341         ,298735865     ,YP_003728390.1
 9342         ,298735866     ,YP_003728391.1
 9343         ,298735886     ,YP_003728411.1
 9344         ,298735888     ,YP_003728413.1
 9345         ,298735905     ,YP_003728430.1
 9346         ,298735906     ,YP_003728431.1
 9347         ,298735944     ,YP_003728469.1
 9348         ,298735948     ,YP_003728473.1
 9349         ,298735949     ,YP_003728474.1
 9350         ,298735950     ,YP_003728475.1
 9351         ,298735957     ,YP_003728482.1
 9352         ,298736070     ,YP_003728595.1
 9353         ,298736126     ,YP_003728651.1
 9354         ,298736162     ,YP_003728688.1
 9355         ,298736171     ,YP_003728697.1
 9356         ,298736181     ,YP_003728707.1
 9357         ,298736251     ,YP_003728777.1
 9358         ,298736310     ,YP_003728836.1
 9359         ,298736311     ,YP_003728837.1
 9360         ,298736356     ,YP_003728882.1
 9361         ,298736397     ,YP_003728923.1
 9362         ,298736404     ,YP_003728930.1
 9363         ,298736478     ,YP_003729004.1
 9364         ,298736481     ,YP_003729007.1
 9365         ,298736496     ,YP_003729022.1
 9366         ,298736497     ,YP_003729023.1
 9367         ,298736525     ,YP_003729051.1
 9368         ,298736528     ,YP_003729054.1
 9369         ,298736532     ,YP_003729058.1
 9370         ,298736534     ,YP_003729060.1
 9371         ,298736622     ,YP_003729148.1
 9372         ,298736624     ,YP_003729150.1
 9373         ,298736661     ,YP_003729187.1
 9374         ,298736671     ,YP_003729199.1
 9375         ,298736694     ,YP_003729224.1
 9376         ,298736714     ,YP_003729244.1
 9377         ,298736725     ,YP_003729255.1
 9378         ,298736737     ,YP_003729267.1
 9379         ,298736799     ,YP_003729329.1
 9380         ,298736815     ,YP_003729345.1
 9381         ,298736816     ,YP_003729346.1
 9382         ,298736861     ,YP_003729391.1
 9383         ,298736874     ,YP_003729404.1
 9384         ,298736875     ,YP_003729405.1
 9385         ,298736902     ,YP_003729432.1
 9386         ,298736903     ,YP_003729433.1
 9387         ,298736935     ,YP_003729465.1
 9388         ,298736946     ,YP_003729476.1
 9389         ,298736947     ,YP_003729477.1
 9390         ,298736968     ,YP_003729498.1
 9391         ,298737033     ,YP_003729563.1
 9392         ,298737104     ,YP_003729634.1
 9393         ,298737111     ,YP_003729641.1
 9394         ,298737114     ,YP_003729644.1
 9395         ,298737166     ,YP_003729696.1
 9396         ,298737201     ,YP_003729731.1
 9397         ,300309349     ,YP_003773441.1
 9398         ,300309441     ,YP_003773533.1
 9399         ,300309442     ,YP_003773534.1
 9400         ,300309447     ,YP_003773539.1
 9401         ,300309456     ,YP_003773548.1
 9402         ,300309458     ,YP_003773550.1
 9403         ,300309459     ,YP_003773551.1
 9404         ,300309463     ,YP_003773555.1
 9405         ,300309467     ,YP_003773559.1
 9406         ,300309469     ,YP_003773561.1
 9407         ,300309471     ,YP_003773563.1
 9408         ,300309476     ,YP_003773568.1
 9409         ,300309482     ,YP_003773574.1
 9410         ,300309541     ,YP_003773633.1
 9411         ,300309711     ,YP_003773803.1
 9412         ,300309742     ,YP_003773834.1
 9413         ,300309748     ,YP_003773840.1
 9414         ,300309763     ,YP_003773855.1
 9415         ,300309767     ,YP_003773859.1
 9416         ,300309808     ,YP_003773900.1
 9417         ,300309817     ,YP_003773909.1
 9418         ,300309846     ,YP_003773938.1
 9419         ,300309919     ,YP_003774011.1
 9420         ,300309927     ,YP_003774019.1
 9421         ,300309930     ,YP_003774022.1
 9422         ,300309949     ,YP_003774041.1
 9423         ,300309950     ,YP_003774042.1
 9424         ,300309951     ,YP_003774043.1
 9425         ,300309968     ,YP_003774060.1
 9426         ,300309990     ,YP_003774082.1
 9427         ,300310005     ,YP_003774097.1
 9428         ,300310009     ,YP_003774101.1
 9429         ,300310043     ,YP_003774135.1
 9430         ,300310051     ,YP_003774143.1
 9431         ,300310187     ,YP_003774279.1
 9432         ,300310194     ,YP_003774286.1
 9433         ,300310202     ,YP_003774294.1
 9434         ,300310204     ,YP_003774296.1
 9435         ,300310358     ,YP_003774450.1
 9436         ,300310460     ,YP_003774552.1
 9437         ,300310504     ,YP_003774596.1
 9438         ,300310515     ,YP_003774607.1
 9439         ,300310516     ,YP_003774608.1
 9440         ,300310555     ,YP_003774647.1
 9441         ,300310595     ,YP_003774687.1
 9442         ,300310616     ,YP_003774708.1
 9443         ,300310680     ,YP_003774772.1
 9444         ,300310700     ,YP_003774792.1
 9445         ,300310711     ,YP_003774803.1
 9446         ,300310736     ,YP_003774828.1
 9447         ,300310847     ,YP_003774939.1
 9448         ,300310953     ,YP_003775045.1
 9449         ,300311066     ,YP_003775158.1
 9450         ,300311122     ,YP_003775214.1
 9451         ,300311195     ,YP_003775287.1
 9452         ,300311227     ,YP_003775319.1
 9453         ,300311235     ,YP_003775327.1
 9454         ,300311249     ,YP_003775341.1
 9455         ,300311266     ,YP_003775358.1
 9456         ,300311287     ,YP_003775379.1
 9457         ,300311294     ,YP_003775386.1
 9458         ,300311298     ,YP_003775390.1
 9459         ,300311299     ,YP_003775391.1
 9460         ,300311327     ,YP_003775419.1
 9461         ,300311484     ,YP_003775576.1
 9462         ,300311492     ,YP_003775584.1
 9463         ,300311495     ,YP_003775587.1
 9464         ,300311507     ,YP_003775599.1
 9465         ,300311521     ,YP_003775613.1
 9466         ,300311587     ,YP_003775679.1
 9467         ,300311801     ,YP_003775893.1
 9468         ,300311894     ,YP_003775986.1
 9469         ,300311895     ,YP_003775987.1
 9470         ,300311988     ,YP_003776080.1
 9471         ,300312049     ,YP_003776141.1
 9472         ,300312081     ,YP_003776173.1
 9473         ,300312083     ,YP_003776175.1
 9474         ,300312097     ,YP_003776189.1
 9475         ,300312114     ,YP_003776206.1
 9476         ,300312247     ,YP_003776339.1
 9477         ,300312256     ,YP_003776348.1
 9478         ,300312277     ,YP_003776369.1
 9479         ,300312381     ,YP_003776473.1
 9480         ,300312456     ,YP_003776548.1
 9481         ,300312521     ,YP_003776613.1
 9482         ,300312573     ,YP_003776665.1
 9483         ,300312574     ,YP_003776666.1
 9484         ,300312583     ,YP_003776675.1
 9485         ,300312588     ,YP_003776680.1
 9486         ,300312589     ,YP_003776681.1
 9487         ,300312591     ,YP_003776683.1
 9488         ,300312632     ,YP_003776724.1
 9489         ,300312633     ,YP_003776725.1
 9490         ,300312792     ,YP_003776884.1
 9491         ,300312852     ,YP_003776944.1
 9492         ,300312855     ,YP_003776947.1
 9493         ,300312871     ,YP_003776963.1
 9494         ,300312880     ,YP_003776972.1
 9495         ,300312898     ,YP_003776990.1
 9496         ,300312899     ,YP_003776991.1
 9497         ,300312908     ,YP_003777000.1
 9498         ,300312985     ,YP_003777077.1
 9499         ,300312989     ,YP_003777081.1
 9500         ,300313009     ,YP_003777101.1
 9501         ,300313060     ,YP_003777152.1
 9502         ,300313096     ,YP_003777188.1
 9503         ,300313100     ,YP_003777192.1
 9504         ,300313109     ,YP_003777201.1
 9505         ,300313110     ,YP_003777202.1
 9506         ,300313172     ,YP_003777264.1
 9507         ,300313184     ,YP_003777276.1
 9508         ,300313185     ,YP_003777277.1
 9509         ,300313251     ,YP_003777343.1
 9510         ,300313351     ,YP_003777443.1
 9511         ,300313352     ,YP_003777444.1
 9512         ,300313355     ,YP_003777447.1
 9513         ,300313479     ,YP_003777571.1
 9514         ,300313488     ,YP_003777580.1
 9515         ,300313559     ,YP_003777651.1
 9516         ,300313575     ,YP_003777667.1
 9517         ,300313598     ,YP_003777690.1
 9518         ,300313639     ,YP_003777731.1
 9519         ,300313645     ,YP_003777737.1
 9520         ,300313646     ,YP_003777738.1
 9521         ,300313648     ,YP_003777740.1
 9522         ,300313652     ,YP_003777744.1
 9523         ,300313682     ,YP_003777774.1
 9524         ,300313692     ,YP_003777784.1
 9525         ,300313709     ,YP_003777801.1
 9526         ,300313723     ,YP_003777815.1
 9527         ,300313735     ,YP_003777827.1
 9528         ,300313752     ,YP_003777844.1
 9529         ,300313779     ,YP_003777871.1
 9530         ,300313838     ,YP_003777930.1
 9531         ,300313941     ,YP_003778033.1
 9532         ,300313942     ,YP_003778034.1
 9533         ,300313962     ,YP_003778054.1
 9534         ,300869659     ,YP_003784530.1
 9535         ,300869660     ,YP_003784531.1
 9536         ,300869696     ,YP_003784567.1
 9537         ,300869721     ,YP_003784592.1
 9538         ,300869732     ,YP_003784603.1
 9539         ,300869749     ,YP_003784620.1
 9540         ,300869751     ,YP_003784622.1
 9541         ,300869825     ,YP_003784696.1
 9542         ,300869879     ,YP_003784750.1
 9543         ,300869894     ,YP_003784765.1
 9544         ,300869897     ,YP_003784768.1
 9545         ,300869908     ,YP_003784779.1
 9546         ,300869928     ,YP_003784799.1
 9547         ,300869934     ,YP_003784805.1
 9548         ,300869950     ,YP_003784821.1
 9549         ,300870001     ,YP_003784872.1
 9550         ,300870022     ,YP_003784893.1
 9551         ,300870031     ,YP_003784902.1
 9552         ,300870040     ,YP_003784911.1
 9553         ,300870065     ,YP_003784936.1
 9554         ,300870124     ,YP_003784995.1
 9555         ,300870146     ,YP_003785017.1
 9556         ,300870165     ,YP_003785036.1
 9557         ,300870168     ,YP_003785039.1
 9558         ,300870200     ,YP_003785071.1
 9559         ,300870223     ,YP_003785094.1
 9560         ,300870225     ,YP_003785096.1
 9561         ,300870230     ,YP_003785101.1
 9562         ,300870267     ,YP_003785138.1
 9563         ,300870272     ,YP_003785143.1
 9564         ,300870384     ,YP_003785255.1
 9565         ,300870397     ,YP_003785268.1
 9566         ,300870425     ,YP_003785296.1
 9567         ,300870453     ,YP_003785324.1
 9568         ,300870469     ,YP_003785340.1
 9569         ,300870481     ,YP_003785352.1
 9570         ,300870592     ,YP_003785463.1
 9571         ,300870622     ,YP_003785493.1
 9572         ,300870627     ,YP_003785498.1
 9573         ,300870632     ,YP_003785503.1
 9574         ,300870634     ,YP_003785505.1
 9575         ,300870636     ,YP_003785507.1
 9576         ,300870640     ,YP_003785511.1
 9577         ,300870644     ,YP_003785515.1
 9578         ,300870645     ,YP_003785516.1
 9579         ,300870647     ,YP_003785518.1
 9580         ,300870684     ,YP_003785555.1
 9581         ,300870723     ,YP_003785594.1
 9582         ,300870733     ,YP_003785604.1
 9583         ,300870760     ,YP_003785631.1
 9584         ,300870763     ,YP_003785634.1
 9585         ,300870764     ,YP_003785635.1
 9586         ,300870767     ,YP_003785638.1
 9587         ,300870771     ,YP_003785642.1
 9588         ,300870788     ,YP_003785659.1
 9589         ,300870815     ,YP_003785686.1
 9590         ,300870855     ,YP_003785726.1
 9591         ,300870868     ,YP_003785739.1
 9592         ,300870901     ,YP_003785772.1
 9593         ,300870907     ,YP_003785778.1
 9594         ,300870937     ,YP_003785808.1
 9595         ,300870991     ,YP_003785862.1
 9596         ,300871038     ,YP_003785910.1
 9597         ,300871060     ,YP_003785932.1
 9598         ,300871120     ,YP_003785992.1
 9599         ,300871140     ,YP_003786012.1
 9600         ,300871169     ,YP_003786041.1
 9601         ,300871171     ,YP_003786043.1
 9602         ,300871176     ,YP_003786048.1
 9603         ,300871260     ,YP_003786133.1
 9604         ,300871262     ,YP_003786135.1
 9605         ,300871283     ,YP_003786156.1
 9606         ,300871379     ,YP_003786252.1
 9607         ,300871433     ,YP_003786306.1
 9608         ,300871449     ,YP_003786322.1
 9609         ,300871460     ,YP_003786333.1
 9610         ,300871489     ,YP_003786362.1
 9611         ,300871501     ,YP_003786374.1
 9612         ,300871518     ,YP_003786391.1
 9613         ,300871541     ,YP_003786414.1
 9614         ,300871578     ,YP_003786451.1
 9615         ,300871592     ,YP_003786465.1
 9616         ,300871637     ,YP_003786510.1
 9617         ,300871639     ,YP_003786512.1
 9618         ,300871651     ,YP_003786524.1
 9619         ,300871652     ,YP_003786525.1
 9620         ,300871666     ,YP_003786539.1
 9621         ,300871702     ,YP_003786575.1
 9622         ,300871740     ,YP_003786613.1
 9623         ,300871818     ,YP_003786691.1
 9624         ,300871821     ,YP_003786694.1
 9625         ,300871832     ,YP_003786705.1
 9626         ,300871837     ,YP_003786710.1
 9627         ,300871888     ,YP_003786761.1
 9628         ,300871913     ,YP_003786786.1
 9629         ,300871925     ,YP_003786798.1
 9630         ,300871937     ,YP_003786810.1
 9631         ,301051746     ,YP_003789957.1
 9632         ,301051747     ,YP_003789958.1
 9633         ,301051753     ,YP_003789964.1
 9634         ,301051777     ,YP_003789988.1
 9635         ,301051825     ,YP_003790036.1
 9636         ,301051827     ,YP_003790038.1
 9637         ,301051833     ,YP_003790044.1
 9638         ,301051839     ,YP_003790050.1
 9639         ,301051847     ,YP_003790058.1
 9640         ,301051849     ,YP_003790060.1
 9641         ,301051850     ,YP_003790061.1
 9642         ,301051854     ,YP_003790065.1
 9643         ,301051858     ,YP_003790069.1
 9644         ,301051860     ,YP_003790071.1
 9645         ,301051862     ,YP_003790073.1
 9646         ,301051868     ,YP_003790079.1
 9647         ,301051874     ,YP_003790085.1
 9648         ,301051895     ,YP_003790106.1
 9649         ,301051989     ,YP_003790200.1
 9650         ,301052000     ,YP_003790211.1
 9651         ,301052002     ,YP_003790213.1
 9652         ,301052006     ,YP_003790217.1
 9653         ,301052007     ,YP_003790218.1
 9654         ,301052008     ,YP_003790219.1
 9655         ,301052011     ,YP_003790222.1
 9656         ,301052035     ,YP_003790246.1
 9657         ,301052821     ,YP_003791032.1
 9658         ,301052881     ,YP_003791092.1
 9659         ,301052882     ,YP_003791093.1
 9660         ,301052884     ,YP_003791095.1
 9661         ,301052885     ,YP_003791096.1
 9662         ,301053045     ,YP_003791256.1
 9663         ,301053046     ,YP_003791257.1
 9664         ,301053047     ,YP_003791258.1
 9665         ,301053380     ,YP_003791591.1
 9666         ,301053423     ,YP_003791634.1
 9667         ,301053523     ,YP_003791734.1
 9668         ,301053551     ,YP_003791762.1
 9669         ,301054496     ,YP_003792707.1
 9670         ,301055303     ,YP_003793514.1
 9671         ,301055306     ,YP_003793517.1
 9672         ,301055327     ,YP_003793538.1
 9673         ,301055349     ,YP_003793560.1
 9674         ,301055373     ,YP_003793584.1
 9675         ,301055374     ,YP_003793585.1
 9676         ,301055377     ,YP_003793588.1
 9677         ,301055379     ,YP_003793590.1
 9678         ,301055380     ,YP_003793591.1
 9679         ,301055465     ,YP_003793676.1
 9680         ,301055611     ,YP_003793822.1
 9681         ,301055786     ,YP_003793997.1
 9682         ,301055805     ,YP_003794016.1
 9683         ,301055806     ,YP_003794017.1
 9684         ,301055807     ,YP_003794018.1
 9685         ,301055824     ,YP_003794035.1
 9686         ,301055826     ,YP_003794037.1
 9687         ,301055851     ,YP_003794062.1
 9688         ,301055911     ,YP_003794122.1
 9689         ,301055912     ,YP_003794123.1
 9690         ,301055928     ,YP_003794139.1
 9691         ,301055965     ,YP_003794176.1
 9692         ,301055973     ,YP_003794184.1
 9693         ,301055979     ,YP_003794190.1
 9694         ,301056068     ,YP_003794279.1
 9695         ,301056069     ,YP_003794280.1
 9696         ,301056248     ,YP_003794459.1
 9697         ,301056275     ,YP_003794486.1
 9698         ,301056594     ,YP_003794805.1
 9699         ,301056597     ,YP_003794808.1
 9700         ,301056625     ,YP_003794836.1
 9701         ,301056626     ,YP_003794837.1
 9702         ,301056771     ,YP_003794982.1
 9703         ,301056772     ,YP_003794983.1
 9704         ,301056775     ,YP_003794986.1
 9705         ,301056779     ,YP_003794990.1
 9706         ,301056783     ,YP_003794994.1
 9707         ,301056941     ,YP_003795152.1
 9708         ,302035397     ,YP_003795719.1
 9709         ,302035398     ,YP_003795720.1
 9710         ,302035557     ,YP_003795879.1
 9711         ,302035605     ,YP_003795927.1
 9712         ,302035646     ,YP_003795968.1
 9713         ,302035647     ,YP_003795969.1
 9714         ,302035694     ,YP_003796016.1
 9715         ,302035753     ,YP_003796075.1
 9716         ,302035755     ,YP_003796077.1
 9717         ,302035756     ,YP_003796078.1
 9718         ,302035779     ,YP_003796101.1
 9719         ,302035784     ,YP_003796106.1
 9720         ,302035790     ,YP_003796112.1
 9721         ,302035799     ,YP_003796121.1
 9722         ,302035804     ,YP_003796126.1
 9723         ,302035824     ,YP_003796146.1
 9724         ,302035827     ,YP_003796149.1
 9725         ,302035862     ,YP_003796184.1
 9726         ,302035868     ,YP_003796190.1
 9727         ,302035917     ,YP_003796239.1
 9728         ,302035946     ,YP_003796268.1
 9729         ,302035972     ,YP_003796294.1
 9730         ,302036141     ,YP_003796463.1
 9731         ,302036168     ,YP_003796490.1
 9732         ,302036216     ,YP_003796538.1
 9733         ,302036347     ,YP_003796669.1
 9734         ,302036348     ,YP_003796670.1
 9735         ,302036349     ,YP_003796671.1
 9736         ,302036355     ,YP_003796677.1
 9737         ,302036356     ,YP_003796678.1
 9738         ,302036365     ,YP_003796687.1
 9739         ,302036372     ,YP_003796694.1
 9740         ,302036441     ,YP_003796763.1
 9741         ,302036461     ,YP_003796783.1
 9742         ,302036469     ,YP_003796791.1
 9743         ,302036490     ,YP_003796812.1
 9744         ,302036584     ,YP_003796906.1
 9745         ,302036651     ,YP_003796973.1
 9746         ,302036652     ,YP_003796974.1
 9747         ,302036653     ,YP_003796975.1
 9748         ,302036657     ,YP_003796979.1
 9749         ,302036665     ,YP_003796987.1
 9750         ,302036667     ,YP_003796989.1
 9751         ,302036668     ,YP_003796990.1
 9752         ,302036672     ,YP_003796994.1
 9753         ,302036676     ,YP_003796998.1
 9754         ,302036678     ,YP_003797000.1
 9755         ,302036680     ,YP_003797002.1
 9756         ,302036685     ,YP_003797007.1
 9757         ,302036686     ,YP_003797008.1
 9758         ,302036687     ,YP_003797009.1
 9759         ,302036693     ,YP_003797015.1
 9760         ,302036738     ,YP_003797060.1
 9761         ,302036740     ,YP_003797062.1
 9762         ,302036746     ,YP_003797068.1
 9763         ,302036747     ,YP_003797069.1
 9764         ,302036775     ,YP_003797097.1
 9765         ,302036777     ,YP_003797099.1
 9766         ,302036852     ,YP_003797174.1
 9767         ,302036920     ,YP_003797242.1
 9768         ,302036970     ,YP_003797292.1
 9769         ,302036992     ,YP_003797314.1
 9770         ,302037041     ,YP_003797363.1
 9771         ,302037043     ,YP_003797365.1
 9772         ,302037062     ,YP_003797384.1
 9773         ,302037063     ,YP_003797385.1
 9774         ,302037064     ,YP_003797386.1
 9775         ,302037068     ,YP_003797390.1
 9776         ,302037365     ,YP_003797687.1
 9777         ,302037366     ,YP_003797688.1
 9778         ,302037369     ,YP_003797691.1
 9779         ,302037376     ,YP_003797698.1
 9780         ,302037512     ,YP_003797834.1
 9781         ,302037521     ,YP_003797843.1
 9782         ,302037528     ,YP_003797850.1
 9783         ,302037851     ,YP_003798173.1
 9784         ,302037852     ,YP_003798174.1
 9785         ,302037857     ,YP_003798179.1
 9786         ,302037867     ,YP_003798189.1
 9787         ,302037884     ,YP_003798206.1
 9788         ,302037986     ,YP_003798308.1
 9789         ,302038034     ,YP_003798356.1
 9790         ,302038054     ,YP_003798376.1
 9791         ,302038068     ,YP_003798390.1
 9792         ,302038127     ,YP_003798449.1
 9793         ,302038216     ,YP_003798538.1
 9794         ,302038218     ,YP_003798540.1
 9795         ,302038221     ,YP_003798543.1
 9796         ,302038224     ,YP_003798546.1
 9797         ,302038272     ,YP_003798594.1
 9798         ,302038368     ,YP_003798690.1
 9799         ,302038376     ,YP_003798698.1
 9800         ,302038473     ,YP_003798795.1
 9801         ,302038512     ,YP_003798834.1
 9802         ,302038582     ,YP_003798904.1
 9803         ,302038656     ,YP_003798978.1
 9804         ,302038695     ,YP_003799017.1
 9805         ,302038732     ,YP_003799054.1
 9806         ,302038835     ,YP_003799157.1
 9807         ,302039015     ,YP_003799337.1
 9808         ,302039238     ,YP_003799560.1
 9809         ,302039291     ,YP_003799613.1
 9810         ,302039377     ,YP_003799699.1
 9811         ,302039404     ,YP_003799726.1
 9812         ,302039405     ,YP_003799727.1
 9813         ,302039502     ,YP_003799824.1
 9814         ,302039506     ,YP_003799828.1
 9815         ,302039659     ,YP_003799981.1
 9816         ,304569543     ,NP_440638.2   
 9817         ,304569549     ,NP_441843.2   
 9818         ,304569552     ,NP_442798.2   
 9819         ,304570495     ,YP_001931.2   
 9820         ,304570505     ,YP_003127.2   
 9821         ,305672704     ,YP_003864375.1
 9822         ,305672705     ,YP_003864376.1
 9823         ,305672711     ,YP_003864382.1
 9824         ,305672740     ,YP_003864411.1
 9825         ,305672781     ,YP_003864452.1
 9826         ,305672791     ,YP_003864462.1
 9827         ,305672793     ,YP_003864464.1
 9828         ,305672800     ,YP_003864471.1
 9829         ,305672806     ,YP_003864477.1
 9830         ,305672815     ,YP_003864486.1
 9831         ,305672817     ,YP_003864488.1
 9832         ,305672818     ,YP_003864489.1
 9833         ,305672822     ,YP_003864493.1
 9834         ,305672826     ,YP_003864497.1
 9835         ,305672830     ,YP_003864501.1
 9836         ,305672835     ,YP_003864506.1
 9837         ,305672836     ,YP_003864507.1
 9838         ,305672843     ,YP_003864514.1
 9839         ,305672848     ,YP_003864519.1
 9840         ,305672880     ,YP_003864551.1
 9841         ,305673014     ,YP_003864686.1
 9842         ,305673310     ,YP_003864982.1
 9843         ,305673338     ,YP_003865010.1
 9844         ,305673344     ,YP_003865016.1
 9845         ,305673346     ,YP_003865018.1
 9846         ,305673350     ,YP_003865022.1
 9847         ,305673351     ,YP_003865023.1
 9848         ,305673352     ,YP_003865024.1
 9849         ,305673355     ,YP_003865027.1
 9850         ,305673371     ,YP_003865043.1
 9851         ,305673372     ,YP_003865044.1
 9852         ,305673586     ,YP_003865258.1
 9853         ,305673824     ,YP_003865496.1
 9854         ,305673826     ,YP_003865498.1
 9855         ,305673844     ,YP_003865516.1
 9856         ,305673845     ,YP_003865517.1
 9857         ,305674030     ,YP_003865702.1
 9858         ,305674274     ,YP_003865946.1
 9859         ,305674280     ,YP_003865952.1
 9860         ,305674281     ,YP_003865953.1
 9861         ,305674286     ,YP_003865958.1
 9862         ,305674287     ,YP_003865959.1
 9863         ,305674313     ,YP_003865985.1
 9864         ,305674322     ,YP_003865994.1
 9865         ,305674339     ,YP_003866011.1
 9866         ,305674384     ,YP_003866056.1
 9867         ,305674390     ,YP_003866062.1
 9868         ,305674393     ,YP_003866065.1
 9869         ,305674396     ,YP_003866068.1
 9870         ,305674408     ,YP_003866080.1
 9871         ,305674410     ,YP_003866082.1
 9872         ,305674425     ,YP_003866097.1
 9873         ,305674817     ,YP_003866489.1
 9874         ,305674897     ,YP_003866569.1
 9875         ,305674898     ,YP_003866570.1
 9876         ,305674900     ,YP_003866572.1
 9877         ,305674901     ,YP_003866573.1
 9878         ,305674943     ,YP_003866615.1
 9879         ,305674961     ,YP_003866633.1
 9880         ,305675174     ,YP_003866846.1
 9881         ,305675178     ,YP_003866850.1
 9882         ,305675199     ,YP_003866871.1
 9883         ,305675200     ,YP_003866872.1
 9884         ,305675201     ,YP_003866873.1
 9885         ,305675219     ,YP_003866891.1
 9886         ,305675327     ,YP_003866999.1
 9887         ,305675341     ,YP_003867013.1
 9888         ,305675342     ,YP_003867014.1
 9889         ,305675360     ,YP_003867032.1
 9890         ,305675395     ,YP_003867067.1
 9891         ,305675405     ,YP_003867077.1
 9892         ,305675410     ,YP_003867082.1
 9893         ,305675417     ,YP_003867089.1
 9894         ,305675433     ,YP_003867105.1
 9895         ,305675438     ,YP_003867110.1
 9896         ,305675439     ,YP_003867111.1
 9897         ,305675452     ,YP_003867124.1
 9898         ,305675453     ,YP_003867125.1
 9899         ,305675488     ,YP_003867160.1
 9900         ,305675550     ,YP_003867222.1
 9901         ,305675613     ,YP_003867285.1
 9902         ,305675637     ,YP_003867309.1
 9903         ,305675819     ,YP_003867491.1
 9904         ,305676002     ,YP_003867674.1
 9905         ,305676005     ,YP_003867677.1
 9906         ,305676065     ,YP_003867737.1
 9907         ,305676082     ,YP_003867754.1
 9908         ,305676092     ,YP_003867764.1
 9909         ,305676093     ,YP_003867765.1
 9910         ,305676094     ,YP_003867766.1
 9911         ,305676118     ,YP_003867790.1
 9912         ,305676119     ,YP_003867791.1
 9913         ,305676303     ,YP_003867975.1
 9914         ,305676304     ,YP_003867976.1
 9915         ,305676306     ,YP_003867978.1
 9916         ,305676310     ,YP_003867982.1
 9917         ,305676314     ,YP_003867986.1
 9918         ,305676342     ,YP_003868014.1
 9919         ,305676361     ,YP_003868033.1
 9920         ,305676528     ,YP_003868200.1
 9921         ,305676702     ,YP_003868374.1
 9922         ,308171897     ,YP_003918602.1
 9923         ,308171898     ,YP_003918603.1
